Customer ID,Recency,Frequency,Monetary,Total_Quantity,Unique_Products,Average_Order_Value
14212.0,90,2,2190.14,2046,18,1095.07
14213.0,405,1,1192.2,244,5,1192.2
14214.0,31,5,1004.38,751,64,200.876
14215.0,12,9,3250.33,2181,167,361.1477777777778
14216.0,3,5,2150.04,712,65,430.008
14217.0,2,23,3298.59,1230,122,143.41695652173914
14218.0,43,1,169.48000000000002,160,12,169.48000000000002
14219.0,4,3,633.83,363,39,211.27666666666667
14220.0,247,4,1515.0,468,26,378.75
14221.0,42,17,6517.49,3808,166,383.38176470588235
14222.0,177,1,683.17,607,41,683.17
14223.0,92,3,991.13,585,50,330.37666666666667
14224.0,110,9,1841.71,826,189,204.63444444444445
14225.0,435,4,2031.07,1167,70,507.7675
14226.0,29,6,2985.13,1714,89,497.5216666666667
14227.0,26,15,6368.71,4048,246,424.5806666666667
14228.0,438,3,745.5,260,38,248.5
14229.0,52,7,2594.04,934,41,370.57714285714286
14230.0,436,3,979.8000000000001,246,27,326.6
14231.0,184,4,1235.6200000000001,610,66,308.90500000000003
14232.0,43,5,2048.07,1941,81,409.61400000000003
14233.0,49,7,2904.27,1261,42,414.8957142857143
14234.0,22,4,754.12,951,122,188.53
14235.0,75,9,4717.99,3014,107,524.2211111111111
14236.0,81,5,1555.34,774,39,311.068
14237.0,373,2,471.14,238,26,235.57
14238.0,326,3,434.23,189,13,144.74333333333334
14239.0,43,21,4263.17,1729,97,203.00809523809525
14240.0,30,3,1247.49,655,46,415.83
14241.0,184,2,333.70000000000005,242,12,166.85000000000002
14242.0,235,2,280.55,123,13,140.275
14243.0,9,17,7217.75,3631,235,424.5735294117647
14244.0,661,1,366.41999999999996,814,16,366.41999999999996
14245.0,220,2,1693.45,976,107,846.725
14246.0,111,3,1474.06,804,57,491.3533333333333
14247.0,278,5,753.56,378,82,150.712
14248.0,318,3,1032.95,692,41,344.31666666666666
14249.0,411,12,5400.461,2383,178,450.0384166666667
14250.0,7,3,1904.05,1200,94,634.6833333333333
14251.0,2,5,2879.7000000000003,1674,37,575.94
14252.0,381,1,350.99,111,10,350.99
14253.0,493,2,363.40000000000003,88,11,181.70000000000002
14254.0,433,1,601.03,263,23,601.03
14255.0,546,1,1000.63,1,1,1000.63
14256.0,260,5,2460.79,1147,100,492.158
14257.0,64,9,5954.45,3332,167,661.6055555555555
14258.0,9,25,32051.34,17488,97,1282.0536
14259.0,142,1,120.0,68,5,120.0
14260.0,471,3,824.28,544,50,274.76
14261.0,51,2,1163.45,406,52,581.725
14262.0,8,8,2618.23,1645,87,327.27875
14263.0,423,1,322.93,171,16,322.93
14264.0,155,6,1517.3600000000001,553,59,252.89333333333335
14266.0,428,1,40.56,24,1,40.56
14267.0,163,3,1516.24,530,25,505.41333333333336
14268.0,471,1,354.85,147,19,354.85
14269.0,439,1,295.73,123,16,295.73
14270.0,332,1,492.65000000000003,197,29,492.65000000000003
14271.0,226,2,214.18,148,38,107.09
14272.0,74,4,920.81,1097,62,230.2025
14273.0,51,4,559.97,264,22,139.9925
14274.0,686,1,256.6,178,15,256.6
14275.0,396,6,1189.3799999999999,538,14,198.23
14276.0,99,7,2102.68,1406,75,300.3828571428571
14278.0,410,1,205.83,131,13,205.83
14279.0,521,2,191.86,46,3,95.93
14280.0,197,1,134.04,52,8,134.04
14281.0,408,1,245.15,45,7,245.15
14282.0,3,25,7250.76,5166,100,290.0304
14283.0,463,4,628.4399999999999,550,36,157.10999999999999
14284.0,31,3,1299.65,510,59,433.2166666666667
14285.0,21,8,3284.42,954,48,410.5525
14286.0,24,7,8479.76,8795,270,1211.3942857142858
14287.0,8,3,176.63,261,9,58.876666666666665
14288.0,213,1,426.6,188,16,426.6
14289.0,9,6,911.26,292,33,151.87666666666667
14290.0,11,8,4516.56,1600,120,564.57
14291.0,2,23,7904.1,6146,241,343.6565217391304
14292.0,8,16,9226.25,3429,120,576.640625
14293.0,3,9,2903.01,1558,88,322.5566666666667
14294.0,407,1,375.34,190,23,375.34
14295.0,40,5,2362.91,1029,66,472.582
14296.0,421,2,456.40000000000003,314,27,228.20000000000002
14297.0,18,4,1305.33,865,48,326.3325
14298.0,8,82,91194.49,100272,1370,1112.1279268292683
14299.0,8,27,14070.25,8136,164,521.1203703703703
14300.0,19,1,43.2,32,3,43.2
14301.0,117,4,1992.18,1686,37,498.045
14302.0,431,3,742.9000000000001,298,25,247.63333333333335
14303.0,407,2,277.94,218,21,138.97
14304.0,223,3,1725.01,775,69,575.0033333333333
14305.0,71,3,1858.96,1089,96,619.6533333333333
14306.0,51,6,3151.4,2065,43,525.2333333333333
14307.0,89,10,4287.92,2816,205,428.79200000000003
14308.0,549,2,1147.02,2,1,573.51
14309.0,8,11,3780.81,2583,125,343.71
14310.0,433,1,492.1,230,22,492.1
14311.0,243,2,516.45,235,31,258.225
14312.0,47,11,3090.29,1904,148,280.93545454545455
14314.0,107,2,229.8,332,10,114.9
14315.0,45,8,3197.82,1344,83,399.7275
14316.0,422,5,1370.34,4494,21,274.068
14317.0,65,1,508.58000000000004,255,24,508.58000000000004
14318.0,460,1,158.02,152,9,158.02
14319.0,424,1,494.85,329,26,494.85
14320.0,207,5,1346.75,713,68,269.35
14321.0,11,7,2218.06,3275,162,316.86571428571426
14322.0,429,4,474.1,158,10,118.525
14323.0,115,2,605.0600000000001,350,32,302.53000000000003
14324.0,410,2,701.61,402,41,350.805
14325.0,570,1,245.48000000000002,320,18,245.48000000000002
14326.0,242,3,940.98,572,54,313.66
14327.0,163,6,1894.93,1296,99,315.82166666666666
14328.0,438,1,445.05,1,1,445.05
14329.0,17,15,9887.62,5913,349,659.1746666666667
14330.0,624,1,200.63,103,13,200.63
14331.0,124,2,462.65999999999997,252,27,231.32999999999998
14332.0,23,5,1917.41,875,47,383.482
14333.0,68,1,415.2,58,15,415.2
14334.0,17,12,4318.48,2986,148,359.8733333333333
14336.0,17,4,1614.91,1759,77,403.7275
14338.0,161,3,928.1,622,43,309.3666666666667
14339.0,243,2,620.27,456,21,310.135
14340.0,219,1,134.7,58,6,134.7
14341.0,45,18,4452.02,2813,185,247.33444444444447
14342.0,21,6,918.44,521,27,153.07333333333335
14343.0,421,4,1079.66,626,193,269.915
14344.0,127,20,2993.05,1546,140,149.6525
14345.0,39,1,108.97999999999999,50,6,108.97999999999999
14346.0,121,5,2315.75,1878,123,463.15
14347.0,737,1,82.6,48,6,82.6
14348.0,260,1,409.57,183,18,409.57
14349.0,10,1,133.5,86,31,133.5
14350.0,274,3,972.03,543,55,324.01
14351.0,165,1,51.0,12,1,51.0
14352.0,157,4,1078.96,538,44,269.74
14353.0,215,3,376.5,344,18,125.5
14354.0,6,2,163.62,210,9,81.81
14355.0,366,3,840.0500000000001,617,57,280.0166666666667
14356.0,80,2,701.23,277,33,350.615
14357.0,43,1,225.12,147,39,225.12
14358.0,389,2,400.06,338,21,200.03
14359.0,19,3,912.18,371,44,304.06
14360.0,32,4,2118.03,1139,104,529.5075
14361.0,579,1,214.70999999999998,251,14,214.70999999999998
14362.0,22,1,151.5,96,37,151.5
14363.0,402,2,227.47000000000003,105,8,113.73500000000001
14364.0,109,8,3717.35,1967,61,464.66875
14365.0,395,2,634.68,557,50,317.34
14366.0,525,1,136.0,16,1,136.0
14367.0,8,16,9227.82,4426,270,576.73875
14368.0,320,1,155.0,36,8,155.0
14369.0,642,2,469.13,255,24,234.565
14370.0,451,6,1175.78,266,37,195.96333333333334
14371.0,295,1,100.5,34,4,100.5
14372.0,443,2,860.08,378,36,430.04
14373.0,358,1,76.55,17,4,76.55
14374.0,541,1,108.0,20,7,108.0
14375.0,185,3,1106.82,647,176,368.94
14376.0,683,1,215.46,50,17,215.46
14377.0,191,2,617.05,219,11,308.525
14378.0,622,1,131.25,57,9,131.25
14379.0,44,4,1265.16,712,93,316.29
14380.0,682,1,48.96,1,1,48.96
14381.0,52,2,625.9399999999999,449,104,312.96999999999997
14382.0,26,2,1193.6299999999999,1667,227,596.8149999999999
14383.0,38,3,1247.69,817,49,415.8966666666667
14384.0,501,1,58.5,30,3,58.5
14385.0,9,3,202.11,159,13,67.37
14386.0,297,1,142.4,54,7,142.4
14387.0,33,3,1727.6,795,125,575.8666666666667
14388.0,10,16,6388.2,4190,184,399.2625
14389.0,65,5,1898.01,1388,48,379.602
14390.0,10,13,6150.03,2830,197,473.0792307692308
14391.0,577,1,135.6,168,14,135.6
14392.0,432,1,266.4,114,14,266.4
14393.0,218,1,67.95,13,5,67.95
14394.0,565,1,93.8,58,6,93.8
14395.0,2,20,7801.93,3872,320,390.0965
14396.0,65,7,1969.38,959,202,281.34000000000003
14397.0,3,19,2612.96,1890,18,137.52421052631578
14398.0,401,2,707.79,267,50,353.895
14399.0,394,8,2108.21,965,119,263.52625
14400.0,149,3,1732.47,1706,71,577.49
14401.0,4,22,6795.9,6401,171,308.9045454545454
14402.0,652,1,285.6,240,8,285.6
14403.0,130,6,1880.51,737,20,313.41833333333335
14404.0,34,13,2724.13,1577,123,209.54846153846154
14405.0,387,1,195.0,100,2,195.0
14406.0,119,1,156.75,77,8,156.75
14407.0,107,6,2157.73,1415,67,359.62166666666667
14408.0,11,11,4102.27,2438,63,372.9336363636364
14409.0,71,9,3427.29,2233,76,380.81
14410.0,92,11,2631.9,1369,307,239.26363636363638
14411.0,311,1,1063.0,196,14,1063.0
14412.0,43,3,1426.19,1428,75,475.3966666666667
14413.0,362,4,764.52,277,93,191.13
14414.0,92,8,2399.33,2877,99,299.91625
14415.0,1,23,11980.09,6263,445,520.8734782608695
14416.0,22,2,490.22,326,13,245.11
14417.0,388,1,524.65,543,106,524.65
14418.0,4,3,1937.25,1711,114,645.75
14419.0,11,7,1254.64,552,118,179.23428571428573
14420.0,99,4,1639.17,1120,85,409.7925
14421.0,57,6,2469.37,1342,72,411.56166666666667
14422.0,1,19,10271.52,6067,317,540.6063157894737
14423.0,218,3,916.6099999999999,419,12,305.53666666666663
14424.0,18,1,322.08,48,1,322.08
14425.0,435,3,661.39,325,35,220.46333333333334
14426.0,24,17,11727.94,7023,452,689.8788235294118
14427.0,50,4,1263.52,538,43,315.88
14428.0,7,5,1224.06,428,108,244.81199999999998
14429.0,404,1,516.28,286,22,516.28
14430.0,512,3,1220.9,446,29,406.9666666666667
14431.0,303,4,2614.2,1202,72,653.55
14432.0,10,6,2248.5,2013,256,374.75
14433.0,466,1,280.7,131,72,280.7
14434.0,22,6,1372.8,368,3,228.79999999999998
14435.0,502,1,90.42,282,3,90.42
14436.0,99,2,271.70000000000005,297,11,135.85000000000002
14437.0,366,5,873.34,420,34,174.668
14438.0,306,1,131.9,82,9,131.9
14440.0,8,13,5982.03,1605,63,460.1561538461538
14441.0,1,11,4611.6900000000005,1260,103,419.2445454545455
14443.0,54,5,2082.97,1357,119,416.59399999999994
14444.0,456,1,120.44,172,11,120.44
14445.0,456,1,221.65,83,32,221.65
14446.0,1,5,1200.28,1091,259,240.05599999999998
14447.0,19,6,1711.73,913,81,285.28833333333336
14448.0,9,2,375.35,104,20,187.675
14449.0,19,8,2230.96,1604,301,278.87
14450.0,181,7,1128.44,522,47,161.2057142857143
14451.0,60,12,3258.68,1737,245,271.5566666666667
14452.0,11,4,658.95,285,108,164.7375
14453.0,190,1,119.93,49,22,119.93
14454.0,376,5,977.3,400,93,195.45999999999998
14455.0,432,4,617.72,706,65,154.43
14456.0,5,9,3017.28,2885,580,335.25333333333333
14457.0,311,1,113.64,88,4,113.64
14458.0,381,1,228.07,317,46,228.07
14459.0,155,2,5375.741,2303,113,2687.8705
14460.0,110,9,1093.5,1879,33,121.5
14461.0,148,13,6676.91,3005,515,513.6084615384615
14462.0,66,12,2242.81,1063,182,186.90083333333334
14463.0,98,4,786.5699999999999,210,7,196.64249999999998
14464.0,568,2,111.0,62,4,55.5
14465.0,247,11,3925.85,2539,128,356.8954545454545
14466.0,29,13,4267.15,2507,77,328.2423076923077
14467.0,18,12,2203.2400000000002,1187,144,183.60333333333335
14468.0,734,1,204.24,164,12,204.24
14469.0,416,4,2093.46,973,120,523.365
14470.0,12,3,712.04,282,56,237.34666666666666
14471.0,591,2,400.95,187,38,200.475
14472.0,104,9,2118.72,1271,173,235.4133333333333
14473.0,74,2,234.34000000000003,88,7,117.17000000000002
14474.0,46,2,1258.8899999999999,448,122,629.4449999999999
14475.0,72,4,1151.15,541,40,287.7875
14476.0,257,1,193.0,110,17,193.0
14477.0,20,7,1969.6,1120,7,281.37142857142857
14478.0,382,4,1276.66,1226,59,319.165
14479.0,254,4,1124.71,562,127,281.1775
14480.0,11,4,1299.52,670,52,324.88
14481.0,165,5,2284.69,1568,114,456.938
14482.0,18,12,4306.72,2869,185,358.8933333333334
14483.0,282,2,257.1,193,13,128.55
14484.0,50,4,1070.98,744,47,267.745
14485.0,39,1,162.8,70,44,162.8
14486.0,512,2,175.5,90,4,87.75
14487.0,27,7,1266.27,761,129,180.8957142857143
14488.0,68,1,1064.28,799,46,1064.28
14489.0,207,4,1574.93,1011,65,393.7325
14490.0,406,2,1273.47,933,72,636.735
14491.0,175,2,340.93,139,17,170.465
14492.0,430,7,1921.91,751,70,274.55857142857144
14493.0,7,10,5087.86,3148,292,508.78599999999994
14494.0,26,3,401.46,210,17,133.82
14495.0,51,3,174.8,68,7,58.26666666666667
14496.0,312,7,2363.89,905,64,337.6985714285714
14497.0,309,2,697.0600000000001,332,40,348.53000000000003
14498.0,43,10,3900.83,2120,276,390.08299999999997
14499.0,26,7,2101.79,1231,199,300.2557142857143
14500.0,88,3,356.85,117,6,118.95
14501.0,184,2,251.21,161,9,125.605
14502.0,20,11,2429.83,1480,368,220.89363636363635
14503.0,3,6,3543.26,2004,113,590.5433333333334
14504.0,47,4,673.26,308,85,168.315
14505.0,17,19,11879.08,5325,898,625.2147368421053
14506.0,17,7,2960.25,936,251,422.89285714285717
14507.0,24,11,3216.7400000000002,1491,182,292.4309090909091
14508.0,22,5,822.92,347,142,164.584
14509.0,534,1,110.95,38,25,110.95
14510.0,376,3,979.85,793,67,326.6166666666667
14511.0,11,5,1314.81,784,53,262.962
14512.0,188,7,1215.97,736,55,173.71
14513.0,101,6,788.01,593,15,131.335
14514.0,61,9,4380.04,2362,212,486.6711111111111
14515.0,18,12,3724.06,1893,109,310.3383333333333
14516.0,516,1,151.17,63,35,151.17
14517.0,33,2,330.45,91,17,165.225
14518.0,64,1,174.37,278,16,174.37
14519.0,684,2,203.14,81,38,101.57
14520.0,2,2,270.6,146,3,135.3
14521.0,491,1,199.45000000000002,211,17,199.45000000000002
14522.0,24,8,1748.42,956,34,218.5525
14523.0,108,1,241.09,251,12,241.09
14524.0,32,13,2909.86,1169,250,223.8353846153846
14525.0,20,17,8026.54,5106,340,472.14941176470586
14526.0,389,1,258.65,178,41,258.65
14527.0,3,122,27246.88,6647,607,223.3350819672131
14528.0,37,1,364.21999999999997,278,18,364.21999999999997
14529.0,60,3,578.61,325,177,192.87
14530.0,26,16,6088.87,2989,269,380.554375
14531.0,480,1,376.34,260,29,376.34
14532.0,236,11,3845.78,1111,209,349.61636363636364
14533.0,25,11,3466.37,6038,74,315.12454545454545
14534.0,3,26,6187.66,2822,437,237.98692307692306
14535.0,60,9,5973.2300000000005,3214,589,663.6922222222223
14536.0,260,1,170.95,39,18,170.95
14537.0,58,2,641.4,228,23,320.7
14538.0,65,5,1370.8400000000001,284,45,274.168
14539.0,16,2,537.48,428,31,268.74
14540.0,10,11,3709.64,1595,197,337.24
14541.0,59,14,2491.38,1123,99,177.9557142857143
14542.0,186,1,103.25,19,5,103.25
14543.0,29,39,14587.87,2639,106,374.0479487179487
14544.0,24,3,2938.53,2412,148,979.5100000000001
14545.0,674,1,349.25,236,23,349.25
14546.0,5,11,5184.84,2688,410,471.34909090909093
14547.0,4,8,3974.75,2639,198,496.84375
14548.0,151,9,2541.29,986,66,282.36555555555555
14549.0,311,4,913.6,394,117,228.4
14550.0,11,4,1345.06,771,77,336.265
14551.0,18,7,878.09,486,69,125.44142857142857
14552.0,152,3,507.93,258,124,169.31
14553.0,19,9,1818.6,1118,233,202.06666666666666
14554.0,10,4,2279.4900000000002,1443,147,569.8725000000001
14555.0,57,6,2304.03,842,94,384.00500000000005
14556.0,596,3,815.69,323,158,271.8966666666667
14557.0,85,1,788.38,510,16,788.38
14558.0,654,3,655.5,162,13,218.5
14559.0,390,1,75.6,72,2,75.6
14560.0,7,44,6114.03,4580,60,138.95522727272726
14561.0,76,3,1080.76,1014,67,360.25333333333333
14562.0,4,26,6638.150000000001,2574,245,255.31346153846155
14563.0,510,2,640.54,279,95,320.27
14565.0,96,5,3859.2200000000003,1940,139,771.844
14567.0,57,2,1530.3600000000001,412,33,765.1800000000001
14569.0,1,4,597.3299999999999,257,31,149.33249999999998
14570.0,281,3,613.75,431,64,204.58333333333334
14571.0,425,1,160.0,56,30,160.0
14572.0,3,11,5526.88,2878,336,502.44363636363636
14573.0,180,13,2163.12,683,183,166.39384615384614
14574.0,733,1,143.70000000000002,63,11,143.70000000000002
14575.0,488,1,420.22,163,71,420.22
14576.0,372,1,35.400000000000006,12,1,35.400000000000006
14577.0,13,7,1364.15,569,104,194.87857142857143
14578.0,3,1,168.63,240,24,168.63
14579.0,432,1,105.56,56,24,105.56
14580.0,518,1,14.850000000000001,3,1,14.850000000000001
14581.0,17,2,409.65,304,59,204.825
14582.0,41,1,114.11,73,6,114.11
14583.0,6,8,1660.29,1071,353,207.53625
14584.0,169,8,1738.16,960,127,217.27
14585.0,50,5,1143.27,630,88,228.654
14586.0,277,1,237.36,444,19,237.36
14587.0,19,9,1580.29,749,170,175.58777777777777
14588.0,578,1,135.39,62,16,135.39
14589.0,372,1,39.75,5,3,39.75
14590.0,425,20,2993.37,901,124,149.6685
14591.0,15,4,1320.21,1228,138,330.0525
14592.0,35,3,557.94,407,132,185.98000000000002
14593.0,22,12,3665.5299999999997,1848,436,305.4608333333333
14594.0,7,2,363.33,183,48,181.665
14595.0,20,8,2164.45,1228,119,270.55625
14596.0,627,1,222.22000000000003,75,50,222.22000000000003
14597.0,11,6,2184.63,1436,79,364.105
14598.0,44,2,384.04,354,83,192.02
14599.0,390,2,457.89,292,77,228.945
14600.0,306,2,865.1700000000001,487,53,432.58500000000004
14601.0,11,1,213.96,168,7,213.96
14602.0,656,1,205.35999999999999,80,31,205.35999999999999
14603.0,275,1,660.0,400,2,660.0
14604.0,633,1,143.85999999999999,88,20,143.85999999999999
14605.0,374,4,921.5600000000001,416,88,230.39000000000001
14606.0,1,192,29951.37,15217,1262,155.99671874999999
14607.0,16,22,23763.13,15335,106,1080.1422727272727
14608.0,4,11,3352.94,927,15,304.8127272727273
14609.0,72,10,1486.2,12720,6,148.62
14610.0,396,2,24.35,15,10,12.175
14611.0,444,2,604.3299999999999,582,37,302.16499999999996
14612.0,415,1,877.7,134,14,877.7
14613.0,680,1,76.32000000000001,72,1,76.32000000000001
14614.0,386,1,295.13,189,19,295.13
14615.0,394,5,951.76,495,40,190.352
14616.0,243,5,527.78,170,3,105.556
14617.0,403,2,190.47000000000003,81,7,95.23500000000001
14618.0,9,7,1342.32,704,40,191.76
14619.0,246,2,1291.24,594,58,645.62
14620.0,206,2,412.78000000000003,214,26,206.39000000000001
14621.0,1,9,3000.57,1706,134,333.3966666666667
14622.0,185,1,320.58000000000004,146,21,320.58000000000004
14623.0,32,10,2016.98,1025,193,201.698
14624.0,57,6,814.07,645,39,135.67833333333334
14625.0,196,11,4497.88,2155,167,408.89818181818185
14626.0,24,11,5410.92,3135,181,491.9018181818182
14627.0,379,1,462.75,284,29,462.75
14628.0,91,5,1998.0,1147,65,399.6
14629.0,4,2,955.26,378,133,477.63
14630.0,484,1,338.65,111,21,338.65
14631.0,51,6,2025.69,1407,65,337.615
14632.0,263,1,114.56,96,8,114.56
14633.0,266,1,344.90000000000003,96,20,344.90000000000003
14634.0,438,4,2124.46,1906,105,531.115
14635.0,454,1,215.22,118,15,215.22
14636.0,36,2,609.85,241,27,304.925
14637.0,677,1,106.67999999999999,100,7,106.67999999999999
14638.0,51,1,443.6,166,16,443.6
14639.0,52,9,4978.96,2410,203,553.2177777777778
14640.0,24,10,3649.36,1645,165,364.93600000000004
14641.0,22,1,110.46,90,7,110.46
14642.0,59,1,96.12,76,2,96.12
14643.0,170,5,1679.89,1377,57,335.978
14644.0,68,7,2247.72,770,50,321.1028571428571
14645.0,157,3,876.89,587,45,292.2966666666667
14647.0,201,2,506.04,175,42,253.02
14648.0,416,15,4466.65,3265,286,297.77666666666664
14649.0,5,9,3651.19,2415,374,405.6877777777778
14650.0,589,1,62.5,22,4,62.5
14651.0,67,9,2025.52,880,216,225.05777777777777
14652.0,77,1,114.18,53,29,114.18
14653.0,1,12,3593.06,1969,271,299.4216666666667
14654.0,738,1,246.86,273,27,246.86
14655.0,8,7,3878.51,2341,72,554.0728571428572
14656.0,169,5,790.0,309,148,158.0
14657.0,18,6,1450.19,879,143,241.69833333333335
14658.0,5,2,247.15,47,27,123.575
14659.0,9,9,2529.93,1195,147,281.1033333333333
14660.0,87,2,285.74,228,24,142.87
14661.0,27,1,107.95,35,4,107.95
14662.0,29,7,1376.43,907,199,196.63285714285715
14663.0,430,2,490.6,397,60,245.3
14664.0,20,2,636.24,465,78,318.12
14665.0,61,7,2749.65,1144,94,392.8071428571429
14666.0,24,1,195.25,161,14,195.25
14667.0,11,54,20395.34,11939,578,377.6914814814815
14668.0,445,1,111.63,49,10,111.63
14669.0,242,7,3216.78,2043,334,459.54
14670.0,280,3,583.33,423,159,194.44333333333336
14671.0,549,2,1127.45,571,48,563.725
14672.0,235,4,1113.14,646,93,278.285
14673.0,3,7,3037.32,1822,86,433.90285714285716
14674.0,509,1,173.66,103,14,173.66
14675.0,16,2,1015.58,660,196,507.79
14676.0,31,12,8356.79,8792,77,696.3991666666667
14677.0,593,1,184.91,139,14,184.91
14678.0,579,1,403.39,179,24,403.39
14679.0,382,3,1289.44,794,49,429.81333333333333
14680.0,25,58,55688.5,26894,222,960.1465517241379
14681.0,71,6,875.1500000000001,172,19,145.85833333333335
14682.0,188,6,1514.81,949,79,252.46833333333333
14683.0,588,1,146.56,386,21,146.56
14684.0,26,6,1430.03,1005,272,238.33833333333334
14685.0,576,8,4536.64,1969,109,567.08
14686.0,414,5,852.53,457,185,170.506
14687.0,107,3,1402.06,850,34,467.3533333333333
14688.0,8,28,7190.42,5041,197,256.80071428571426
14689.0,209,1,112.8,76,13,112.8
14690.0,44,4,777.68,341,69,194.42
14691.0,31,5,2114.33,707,50,422.866
14692.0,137,12,1715.1399999999999,890,101,142.9283333333333
14693.0,264,7,1165.36,388,43,166.48
14694.0,617,1,244.31,193,15,244.31
14695.0,519,3,1534.22,661,76,511.4066666666667
14696.0,4,8,2473.28,1867,137,309.16
14697.0,218,2,188.60999999999999,181,22,94.30499999999999
14698.0,2,5,1217.27,602,148,243.454
14699.0,214,4,702.6,484,45,175.65
14700.0,32,5,3076.06,1606,111,615.212
14701.0,11,15,4487.11,1744,455,299.1406666666666
14702.0,1,29,6368.78,2878,338,219.61310344827587
14703.0,15,1,318.17,183,22,318.17
14704.0,11,11,1752.92,1164,319,159.35636363636365
14705.0,199,1,179.0,100,1,179.0
14706.0,619,1,367.54,246,25,367.54
14707.0,436,2,139.2,96,1,69.6
14708.0,3,5,1793.22,1159,27,358.644
14709.0,15,25,8886.33,4141,105,355.4532
14710.0,14,13,1899.79,1135,310,146.1376923076923
14711.0,10,11,2839.62,966,221,258.1472727272727
14712.0,29,4,1328.0700000000002,411,24,332.01750000000004
14713.0,9,21,5115.76,3329,222,243.60761904761907
14714.0,24,4,906.24,642,64,226.56
14715.0,25,8,1825.45,1030,102,228.18125
14716.0,43,3,543.28,643,85,181.09333333333333
14717.0,733,1,81.3,32,11,81.3
14718.0,410,1,226.42,202,11,226.42
14719.0,2,5,1581.84,1025,177,316.368
14720.0,6,3,663.81,219,34,221.26999999999998
14721.0,379,1,109.07,57,24,109.07
14722.0,147,3,489.52,214,72,163.17333333333332
14723.0,10,11,1803.06,1168,287,163.91454545454545
14724.0,590,1,341.9,184,40,341.9
14725.0,25,4,1252.74,1335,85,313.185
14726.0,655,1,116.5,82,15,116.5
14727.0,274,3,463.72999999999996,458,43,154.57666666666665
14728.0,413,1,190.58,68,14,190.58
14729.0,374,3,586.24,372,126,195.41333333333333
14730.0,1,8,1897.57,1078,317,237.19625
14731.0,47,3,380.02,256,38,126.67333333333333
14732.0,8,19,5517.07,2273,162,290.3721052631579
14733.0,16,15,14335.15,5799,140,955.6766666666666
14734.0,426,4,1056.42,378,48,264.105
14735.0,4,56,12240.16,4513,198,218.5742857142857
14736.0,485,2,374.05,148,70,187.025
14737.0,4,4,3554.17,1071,28,888.5425
14738.0,43,9,1821.9,757,58,202.43333333333334
14739.0,4,25,11573.62,9696,129,462.94480000000004
14740.0,197,11,4161.06,2081,173,378.27818181818185
14741.0,12,7,1713.09,1006,48,244.72714285714284
14742.0,435,1,579.85,374,34,579.85
14743.0,593,1,50.48,40,3,50.48
14744.0,16,14,3660.08,2399,57,261.4342857142857
14745.0,113,12,2551.41,1969,74,212.61749999999998
14746.0,406,4,593.5,398,7,148.375
14747.0,249,1,328.2,84,18,328.2
14748.0,29,10,2681.9,2422,129,268.19
14749.0,480,1,310.15,403,18,310.15
14750.0,736,1,112.03,65,32,112.03
14751.0,684,2,126.45,65,7,63.225
14752.0,44,1,389.64,260,5,389.64
14753.0,87,2,869.51,412,45,434.755
14754.0,45,6,1547.93,1010,110,257.98833333333334
14755.0,10,25,9972.550000000001,4401,219,398.90200000000004
14756.0,15,3,2653.76,1423,102,884.5866666666667
14757.0,75,1,420.5,160,19,420.5
14758.0,145,7,2864.97,840,91,409.28142857142853
14759.0,5,3,1625.97,569,92,541.99
14760.0,297,1,89.2,40,5,89.2
14761.0,59,3,447.92,206,21,149.30666666666667
14762.0,264,2,417.57,428,28,208.785
14764.0,47,1,278.3,190,6,278.3
14765.0,29,3,254.11,135,38,84.70333333333333
14766.0,8,11,6375.7300000000005,3999,251,579.6118181818182
14767.0,474,1,382.81,117,18,382.81
14768.0,17,2,192.60000000000002,52,4,96.30000000000001
14769.0,3,17,15514.11,11058,834,912.594705882353
14770.0,232,8,3637.64,1598,152,454.705
14771.0,621,2,594.62,622,46,297.31
14772.0,112,1,139.26,82,9,139.26
14773.0,593,1,140.55,53,10,140.55
14774.0,529,1,241.45,99,13,241.45
14775.0,58,3,1011.9,1174,57,337.3
14776.0,51,15,3708.3,4658,68,247.22
14777.0,403,1,307.56,212,16,307.56
14778.0,127,2,730.86,306,34,365.43
14779.0,281,3,386.15,84,40,128.71666666666667
14780.0,55,2,447.68,310,26,223.84
14782.0,320,1,200.10000000000002,114,6,200.10000000000002
14783.0,659,1,307.3,262,17,307.3
14784.0,26,3,449.93,363,25,149.97666666666666
14785.0,10,2,77.4,84,2,38.7
14786.0,550,1,90.96,112,7,90.96
14787.0,471,1,110.65,59,14,110.65
14788.0,7,3,1156.32,719,53,385.44
14789.0,29,1,197.64,116,6,197.64
14790.0,17,10,2526.62,2642,65,252.66199999999998
14791.0,607,1,303.63,127,19,303.63
14792.0,64,1,6.2,2,2,6.2
14793.0,21,2,625.9,361,39,312.95
14794.0,3,10,1953.9,783,85,195.39000000000001
14795.0,166,1,131.45000000000002,17,6,131.45000000000002
14796.0,1,27,10169.33,7188,487,376.64185185185187
14797.0,507,1,300.31,99,16,300.31
14798.0,53,8,724.31,601,30,90.53875
14799.0,51,2,338.15,495,20,169.075
14800.0,48,17,7191.33,6501,337,423.01941176470586
14801.0,61,1,189.34,173,56,189.34
14802.0,438,2,1502.98,2,1,751.49
14803.0,162,3,845.55,370,35,281.84999999999997
14804.0,9,1,353.27,121,12,353.27
