Customer ID,Recency,Frequency,Monetary,Total_Quantity,Unique_Products,Average_Order_Value,Cluster
14143.0,134,1,115.8,30,7,115.8,0
14144.0,486,1,30.6,12,1,30.6,0
14145.0,47,7,7600.05,1655,11,1085.7214285714283,1
14146.0,9,12,9450.3,5780,337,787.525,1
14147.0,78,9,2590.2,995,24,287.79999999999995,1
14148.0,234,2,466.29,223,15,233.145,0
14149.0,221,1,446.62,218,28,446.62,0
14150.0,36,2,658.64,496,23,329.32,0
14151.0,673,2,679.45,405,44,339.725,0
14152.0,75,7,1997.34,1844,104,285.3342857142857,1
14153.0,483,1,233.4,312,17,233.4,0
14154.0,239,8,6460.7,3222,236,807.5875,1
14155.0,266,1,118.75,25,6,118.75,0
14157.0,20,5,978.69,521,75,195.738,1
14158.0,40,1,507.66,781,41,507.66,0
14159.0,20,20,7860.8,6520,706,393.04,1
14160.0,610,7,8421.47,4661,80,1203.0671428571427,1
14161.0,216,7,2996.93,1480,202,428.1328571428571,1
14162.0,174,2,289.36,142,25,144.68,0
14163.0,87,5,2594.62,950,42,518.924,1
14164.0,71,2,1631.77,1033,28,815.885,1
14165.0,276,1,120.44,53,23,120.44,0
14166.0,505,2,251.15,82,39,125.575,0
14167.0,39,8,1274.29,340,48,159.28625,1
14168.0,421,2,370.45,147,11,185.225,0
14169.0,431,2,621.51,205,50,310.755,0
14170.0,375,3,570.18,270,123,190.06,0
14171.0,98,2,498.79,211,61,249.395,0
14172.0,605,3,369.02,78,38,123.00666666666666,0
14173.0,11,6,586.0,194,30,97.66666666666669,0
14174.0,33,1,134.46,94,26,134.46,0
14175.0,60,8,7678.88,3009,237,959.86,1
14176.0,297,5,756.46,265,33,151.292,0
14177.0,86,13,2209.69,1043,141,169.97615384615386,1
14178.0,9,7,1600.26,1494,191,228.60857142857145,1
14179.0,41,2,701.57,319,135,350.785,1
14180.0,11,33,6117.5,847,125,185.37878787878788,1
14181.0,411,2,308.35,120,48,154.175,0
14182.0,444,4,678.77,174,42,169.6925,0
14183.0,411,2,278.34000000000003,60,27,139.17000000000002,0
14184.0,67,1,452.89,127,24,452.89,0
14185.0,331,1,197.65,6,3,197.65,0
14186.0,427,5,1550.63,1550,75,310.12600000000003,1
14187.0,474,1,123.5,50,8,123.5,0
14188.0,31,6,2054.36,1162,34,342.3933333333334,1
14189.0,2,16,5503.15,4392,199,343.946875,1
14190.0,666,1,79.9,2,1,79.9,0
14191.0,2,15,4817.66,3724,147,321.1773333333333,1
14192.0,388,1,293.74,218,14,293.74,0
14193.0,68,3,1210.19,653,49,403.3966666666667,1
14194.0,5,36,18670.59,10037,432,518.6275,1
14195.0,202,6,2615.6,2144,10,435.9333333333333,1
14196.0,107,1,335.52,142,6,335.52,0
14197.0,411,1,390.05,143,20,390.05,0
14198.0,18,9,1569.73,623,58,174.41444444444446,1
14199.0,218,4,1091.7,254,15,272.925,0
14200.0,617,1,379.2,140,21,379.2,0
14201.0,60,10,1193.54,806,47,119.354,1
14202.0,381,3,847.76,166,27,282.58666666666664,0
14203.0,397,1,339.34,80,16,339.34,0
14204.0,2,4,1024.83,469,186,256.2075,1
14205.0,17,9,2414.2,1342,79,268.2444444444444,1
14206.0,239,3,1185.01,930,62,395.0033333333333,1
14207.0,688,1,157.8,36,2,157.8,0
14208.0,95,2,567.05,529,34,283.525,0
14209.0,11,15,4993.27,1739,133,332.8846666666667,1
14210.0,106,16,5556.570000000001,2511,143,347.28562500000004,1
14211.0,53,18,4402.29,2575,155,244.57166666666663,1
14212.0,90,2,2190.14,2046,18,1095.07,1
14213.0,405,1,1192.2,244,5,1192.2,0
14214.0,31,5,1004.38,751,64,200.876,1
14215.0,12,9,3250.33,2181,167,361.1477777777778,1
14216.0,3,5,2150.04,712,65,430.008,1
14217.0,2,23,3298.59,1230,122,143.41695652173914,1
14218.0,43,1,169.48000000000002,160,12,169.48000000000002,0
14219.0,4,3,633.83,363,39,211.27666666666667,0
14220.0,247,4,1515.0,468,26,378.75,1
14221.0,42,17,6517.49,3808,166,383.3817647058824,1
14222.0,177,1,683.17,607,41,683.17,0
14223.0,92,3,991.13,585,50,330.37666666666667,1
14224.0,110,9,1841.71,826,189,204.63444444444443,1
14225.0,435,4,2031.07,1167,70,507.7675,1
14226.0,29,6,2985.13,1714,89,497.5216666666667,1
14227.0,26,15,6368.71,4048,246,424.5806666666667,1
14228.0,438,3,745.5,260,38,248.5,0
14229.0,52,7,2594.04,934,41,370.57714285714286,1
14230.0,436,3,979.8,246,27,326.6,0
14231.0,184,4,1235.62,610,66,308.90500000000003,1
14232.0,43,5,2048.07,1941,81,409.614,1
14233.0,49,7,2904.27,1261,42,414.8957142857143,1
14234.0,22,4,754.12,951,122,188.53,1
14235.0,75,9,4717.99,3014,107,524.2211111111111,1
14236.0,81,5,1555.34,774,39,311.068,1
14237.0,373,2,471.14,238,26,235.57,0
14238.0,326,3,434.23,189,13,144.74333333333334,0
14239.0,43,21,4263.17,1729,97,203.00809523809525,1
14240.0,30,3,1247.49,655,46,415.83,1
14241.0,184,2,333.70000000000005,242,12,166.85000000000002,0
14242.0,235,2,280.55,123,13,140.275,0
14243.0,9,17,7217.75,3631,235,424.5735294117647,1
14244.0,661,1,366.42,814,16,366.42,0
14245.0,220,2,1693.45,976,107,846.725,1
14246.0,111,3,1474.06,804,57,491.3533333333333,1
14247.0,278,5,753.56,378,82,150.712,0
14248.0,318,3,1032.95,692,41,344.31666666666666,0
14249.0,411,12,5400.461,2383,178,450.0384166666667,1
14250.0,7,3,1904.05,1200,94,634.6833333333333,1
14251.0,2,5,2879.7000000000003,1674,37,575.94,1
14252.0,381,1,350.99,111,10,350.99,0
14253.0,493,2,363.4,88,11,181.7,0
14254.0,433,1,601.03,263,23,601.03,0
14255.0,546,1,1000.63,1,1,1000.63,0
14256.0,260,5,2460.79,1147,100,492.158,1
14257.0,64,9,5954.45,3332,167,661.6055555555555,1
14258.0,9,25,32051.34,17488,97,1282.0536,1
14259.0,142,1,120.0,68,5,120.0,0
14260.0,471,3,824.28,544,50,274.76,0
14261.0,51,2,1163.45,406,52,581.725,1
14262.0,8,8,2618.23,1645,87,327.27875,1
14263.0,423,1,322.93,171,16,322.93,0
14264.0,155,6,1517.36,553,59,252.89333333333332,1
14266.0,428,1,40.56,24,1,40.56,0
14267.0,163,3,1516.24,530,25,505.41333333333336,1
14268.0,471,1,354.85,147,19,354.85,0
14269.0,439,1,295.73,123,16,295.73,0
14270.0,332,1,492.65,197,29,492.65,0
14271.0,226,2,214.18,148,38,107.09,0
14272.0,74,4,920.81,1097,62,230.2025,1
14273.0,51,4,559.97,264,22,139.9925,0
14274.0,686,1,256.6,178,15,256.6,0
14275.0,396,6,1189.38,538,14,198.23,0
14276.0,99,7,2102.68,1406,75,300.3828571428571,1
14278.0,410,1,205.83,131,13,205.83,0
14279.0,521,2,191.86,46,3,95.93,0
14280.0,197,1,134.04,52,8,134.04,0
14281.0,408,1,245.15,45,7,245.15,0
14282.0,3,25,7250.76,5166,100,290.0304,1
14283.0,463,4,628.4399999999999,550,36,157.11,0
14284.0,31,3,1299.65,510,59,433.2166666666667,1
14285.0,21,8,3284.42,954,48,410.5525,1
14286.0,24,7,8479.76,8795,270,1211.3942857142858,1
14287.0,8,3,176.63,261,9,58.876666666666665,0
14288.0,213,1,426.6,188,16,426.6,0
14289.0,9,6,911.26,292,33,151.8766666666667,1
14290.0,11,8,4516.56,1600,120,564.57,1
14291.0,2,23,7904.1,6146,241,343.6565217391304,1
14292.0,8,16,9226.25,3429,120,576.640625,1
14293.0,3,9,2903.01,1558,88,322.5566666666667,1
14294.0,407,1,375.34,190,23,375.34,0
14295.0,40,5,2362.91,1029,66,472.582,1
14296.0,421,2,456.4,314,27,228.2,0
14297.0,18,4,1305.33,865,48,326.3325,1
14298.0,8,82,91194.49,100272,1370,1112.1279268292683,1
14299.0,8,27,14070.25,8136,164,521.1203703703703,1
14300.0,19,1,43.2,32,3,43.2,0
14301.0,117,4,1992.18,1686,37,498.045,1
14302.0,431,3,742.9000000000001,298,25,247.63333333333333,0
14303.0,407,2,277.94,218,21,138.97,0
14304.0,223,3,1725.01,775,69,575.0033333333333,1
14305.0,71,3,1858.96,1089,96,619.6533333333333,1
14306.0,51,6,3151.4,2065,43,525.2333333333333,1
14307.0,89,10,4287.92,2816,205,428.792,1
14308.0,549,2,1147.02,2,1,573.51,0
14309.0,8,11,3780.81,2583,125,343.71,1
14310.0,433,1,492.1,230,22,492.1,0
14311.0,243,2,516.45,235,31,258.225,0
14312.0,47,11,3090.29,1904,148,280.93545454545455,1
14314.0,107,2,229.8,332,10,114.9,0
14315.0,45,8,3197.82,1344,83,399.7275,1
14316.0,422,5,1370.34,4494,21,274.068,1
14317.0,65,1,508.58,255,24,508.58,0
14318.0,460,1,158.02,152,9,158.02,0
14319.0,424,1,494.85,329,26,494.85,0
14320.0,207,5,1346.75,713,68,269.35,1
14321.0,11,7,2218.06,3275,162,316.86571428571426,1
14322.0,429,4,474.1,158,10,118.525,0
14323.0,115,2,605.0600000000001,350,32,302.53000000000003,0
14324.0,410,2,701.61,402,41,350.805,0
14325.0,570,1,245.48,320,18,245.48,0
14326.0,242,3,940.98,572,54,313.66,1
14327.0,163,6,1894.93,1296,99,315.82166666666666,1
14328.0,438,1,445.05,1,1,445.05,0
14329.0,17,15,9887.62,5913,349,659.1746666666667,1
14330.0,624,1,200.63,103,13,200.63,0
14331.0,124,2,462.66,252,27,231.33,0
14332.0,23,5,1917.41,875,47,383.482,1
14333.0,68,1,415.2,58,15,415.2,0
14334.0,17,12,4318.48,2986,148,359.8733333333333,1
14336.0,17,4,1614.91,1759,77,403.7275,1
14338.0,161,3,928.1,622,43,309.3666666666667,1
14339.0,243,2,620.27,456,21,310.135,0
14340.0,219,1,134.7,58,6,134.7,0
14341.0,45,18,4452.02,2813,185,247.33444444444447,1
14342.0,21,6,918.44,521,27,153.07333333333335,1
14343.0,421,4,1079.66,626,193,269.915,1
14344.0,127,20,2993.05,1546,140,149.6525,1
14345.0,39,1,108.98,50,6,108.98,0
14346.0,121,5,2315.75,1878,123,463.15,1
14347.0,737,1,82.6,48,6,82.6,0
14348.0,260,1,409.57,183,18,409.57,0
14349.0,10,1,133.5,86,31,133.5,0
14350.0,274,3,972.03,543,55,324.01,1
14351.0,165,1,51.0,12,1,51.0,0
14352.0,157,4,1078.96,538,44,269.74,1
14353.0,215,3,376.5,344,18,125.5,0
14354.0,6,2,163.62,210,9,81.81,0
14355.0,366,3,840.0500000000001,617,57,280.0166666666667,0
14356.0,80,2,701.23,277,33,350.615,0
14357.0,43,1,225.12,147,39,225.12,0
14358.0,389,2,400.06,338,21,200.03,0
14359.0,19,3,912.18,371,44,304.06,1
14360.0,32,4,2118.03,1139,104,529.5075,1
14361.0,579,1,214.71,251,14,214.71,0
14362.0,22,1,151.5,96,37,151.5,0
14363.0,402,2,227.47000000000003,105,8,113.735,0
14364.0,109,8,3717.35,1967,61,464.66875,1
14365.0,395,2,634.68,557,50,317.34,0
14366.0,525,1,136.0,16,1,136.0,0
14367.0,8,16,9227.82,4426,270,576.73875,1
14368.0,320,1,155.0,36,8,155.0,0
14369.0,642,2,469.13,255,24,234.565,0
14370.0,451,6,1175.78,266,37,195.9633333333333,0
14371.0,295,1,100.5,34,4,100.5,0
14372.0,443,2,860.08,378,36,430.04,0
14373.0,358,1,76.55,17,4,76.55,0
14374.0,541,1,108.0,20,7,108.0,0
14375.0,185,3,1106.82,647,176,368.94,1
14376.0,683,1,215.46,50,17,215.46,0
14377.0,191,2,617.05,219,11,308.525,0
14378.0,622,1,131.25,57,9,131.25,0
14379.0,44,4,1265.16,712,93,316.29,1
14380.0,682,1,48.96,1,1,48.96,0
14381.0,52,2,625.9399999999999,449,104,312.97,1
14382.0,26,2,1193.63,1667,227,596.8149999999999,1
14383.0,38,3,1247.69,817,49,415.8966666666667,1
14384.0,501,1,58.5,30,3,58.5,0
14385.0,9,3,202.11,159,13,67.37,0
14386.0,297,1,142.4,54,7,142.4,0
14387.0,33,3,1727.6,795,125,575.8666666666667,1
14388.0,10,16,6388.2,4190,184,399.2625,1
14389.0,65,5,1898.01,1388,48,379.602,1
14390.0,10,13,6150.03,2830,197,473.0792307692308,1
14391.0,577,1,135.6,168,14,135.6,0
14392.0,432,1,266.4,114,14,266.4,0
14393.0,218,1,67.95,13,5,67.95,0
14394.0,565,1,93.8,58,6,93.8,0
14395.0,2,20,7801.93,3872,320,390.0965,1
14396.0,65,7,1969.38,959,202,281.34000000000003,1
14397.0,3,19,2612.96,1890,18,137.52421052631578,1
14398.0,401,2,707.79,267,50,353.895,0
14399.0,394,8,2108.21,965,119,263.52625,1
14400.0,149,3,1732.47,1706,71,577.49,1
14401.0,4,22,6795.9,6401,171,308.9045454545454,1
14402.0,652,1,285.6,240,8,285.6,0
14403.0,130,6,1880.51,737,20,313.4183333333333,1
14404.0,34,13,2724.13,1577,123,209.54846153846157,1
14405.0,387,1,195.0,100,2,195.0,0
14406.0,119,1,156.75,77,8,156.75,0
14407.0,107,6,2157.73,1415,67,359.62166666666667,1
14408.0,11,11,4102.27,2438,63,372.9336363636364,1
14409.0,71,9,3427.29,2233,76,380.81,1
14410.0,92,11,2631.9,1369,307,239.2636363636364,1
14411.0,311,1,1063.0,196,14,1063.0,0
14412.0,43,3,1426.19,1428,75,475.3966666666667,1
14413.0,362,4,764.52,277,93,191.13,0
14414.0,92,8,2399.33,2877,99,299.91625,1
14415.0,1,23,11980.09,6263,445,520.8734782608695,1
14416.0,22,2,490.22,326,13,245.11,0
14417.0,388,1,524.65,543,106,524.65,0
14418.0,4,3,1937.25,1711,114,645.75,1
14419.0,11,7,1254.64,552,118,179.23428571428573,1
14420.0,99,4,1639.17,1120,85,409.7925,1
14421.0,57,6,2469.37,1342,72,411.56166666666667,1
14422.0,1,19,10271.52,6067,317,540.6063157894737,1
14423.0,218,3,916.61,419,12,305.53666666666663,0
14424.0,18,1,322.08,48,1,322.08,0
14425.0,435,3,661.39,325,35,220.4633333333333,0
14426.0,24,17,11727.94,7023,452,689.8788235294118,1
14427.0,50,4,1263.52,538,43,315.88,1
14428.0,7,5,1224.06,428,108,244.812,1
14429.0,404,1,516.28,286,22,516.28,0
14430.0,512,3,1220.9,446,29,406.9666666666667,0
14431.0,303,4,2614.2,1202,72,653.55,1
14432.0,10,6,2248.5,2013,256,374.75,1
14433.0,466,1,280.7,131,72,280.7,0
14434.0,22,6,1372.8,368,3,228.8,0
14435.0,502,1,90.42,282,3,90.42,0
14436.0,99,2,271.70000000000005,297,11,135.85000000000002,0
14437.0,366,5,873.34,420,34,174.668,0
14438.0,306,1,131.9,82,9,131.9,0
14440.0,8,13,5982.03,1605,63,460.1561538461538,1
14441.0,1,11,4611.6900000000005,1260,103,419.2445454545455,1
14443.0,54,5,2082.97,1357,119,416.594,1
14444.0,456,1,120.44,172,11,120.44,0
14445.0,456,1,221.65,83,32,221.65,0
14446.0,1,5,1200.28,1091,259,240.056,1
14447.0,19,6,1711.73,913,81,285.28833333333336,1
14448.0,9,2,375.35,104,20,187.675,0
14449.0,19,8,2230.96,1604,301,278.87,1
14450.0,181,7,1128.44,522,47,161.2057142857143,1
14451.0,60,12,3258.68,1737,245,271.5566666666667,1
14452.0,11,4,658.95,285,108,164.7375,1
14453.0,190,1,119.93,49,22,119.93,0
14454.0,376,5,977.3,400,93,195.46,0
14455.0,432,4,617.72,706,65,154.43,0
14456.0,5,9,3017.28,2885,580,335.25333333333333,1
14457.0,311,1,113.64,88,4,113.64,0
14458.0,381,1,228.07,317,46,228.07,0
14459.0,155,2,5375.741,2303,113,2687.8705,1
14460.0,110,9,1093.5,1879,33,121.5,1
14461.0,148,13,6676.91,3005,515,513.6084615384615,1
14462.0,66,12,2242.81,1063,182,186.9008333333333,1
14463.0,98,4,786.5699999999999,210,7,196.6425,0
14464.0,568,2,111.0,62,4,55.5,0
14465.0,247,11,3925.85,2539,128,356.8954545454545,1
14466.0,29,13,4267.15,2507,77,328.2423076923077,1
14467.0,18,12,2203.24,1187,144,183.60333333333332,1
14468.0,734,1,204.24,164,12,204.24,0
14469.0,416,4,2093.46,973,120,523.365,1
14470.0,12,3,712.04,282,56,237.34666666666664,1
14471.0,591,2,400.95,187,38,200.475,0
14472.0,104,9,2118.72,1271,173,235.4133333333333,1
14473.0,74,2,234.34000000000003,88,7,117.17000000000002,0
14474.0,46,2,1258.89,448,122,629.4449999999999,1
14475.0,72,4,1151.15,541,40,287.7875,1
14476.0,257,1,193.0,110,17,193.0,0
14477.0,20,7,1969.6,1120,7,281.37142857142857,1
14478.0,382,4,1276.66,1226,59,319.165,1
14479.0,254,4,1124.71,562,127,281.1775,1
14480.0,11,4,1299.52,670,52,324.88,1
14481.0,165,5,2284.69,1568,114,456.938,1
14482.0,18,12,4306.72,2869,185,358.8933333333334,1
14483.0,282,2,257.1,193,13,128.55,0
14484.0,50,4,1070.98,744,47,267.745,1
14485.0,39,1,162.8,70,44,162.8,0
14486.0,512,2,175.5,90,4,87.75,0
14487.0,27,7,1266.27,761,129,180.8957142857143,1
14488.0,68,1,1064.28,799,46,1064.28,1
14489.0,207,4,1574.93,1011,65,393.7325,1
14490.0,406,2,1273.47,933,72,636.735,1
14491.0,175,2,340.93,139,17,170.465,0
14492.0,430,7,1921.91,751,70,274.55857142857144,1
14493.0,7,10,5087.86,3148,292,508.786,1
14494.0,26,3,401.46,210,17,133.82,0
14495.0,51,3,174.8,68,7,58.26666666666667,0
14496.0,312,7,2363.89,905,64,337.6985714285714,1
14497.0,309,2,697.0600000000001,332,40,348.53000000000003,0
14498.0,43,10,3900.83,2120,276,390.083,1
14499.0,26,7,2101.79,1231,199,300.2557142857143,1
14500.0,88,3,356.85,117,6,118.95,0
14501.0,184,2,251.21,161,9,125.605,0
14502.0,20,11,2429.83,1480,368,220.89363636363635,1
14503.0,3,6,3543.26,2004,113,590.5433333333334,1
14504.0,47,4,673.26,308,85,168.315,1
14505.0,17,19,11879.08,5325,898,625.2147368421053,1
14506.0,17,7,2960.25,936,251,422.8928571428572,1
14507.0,24,11,3216.74,1491,182,292.4309090909091,1
14508.0,22,5,822.92,347,142,164.584,1
14509.0,534,1,110.95,38,25,110.95,0
14510.0,376,3,979.85,793,67,326.6166666666667,1
14511.0,11,5,1314.81,784,53,262.962,1
14512.0,188,7,1215.97,736,55,173.71,1
14513.0,101,6,788.01,593,15,131.335,0
14514.0,61,9,4380.04,2362,212,486.6711111111111,1
14515.0,18,12,3724.06,1893,109,310.3383333333333,1
14516.0,516,1,151.17,63,35,151.17,0
14517.0,33,2,330.45,91,17,165.225,0
14518.0,64,1,174.37,278,16,174.37,0
14519.0,684,2,203.14,81,38,101.57,0
14520.0,2,2,270.6,146,3,135.3,0
14521.0,491,1,199.45,211,17,199.45,0
14522.0,24,8,1748.42,956,34,218.5525,1
14523.0,108,1,241.09,251,12,241.09,0
14524.0,32,13,2909.86,1169,250,223.8353846153846,1
14525.0,20,17,8026.54,5106,340,472.14941176470586,1
14526.0,389,1,258.65,178,41,258.65,0
14527.0,3,122,27246.88,6647,607,223.3350819672131,1
14528.0,37,1,364.22,278,18,364.22,0
14529.0,60,3,578.61,325,177,192.87,1
14530.0,26,16,6088.87,2989,269,380.554375,1
14531.0,480,1,376.34,260,29,376.34,0
14532.0,236,11,3845.78,1111,209,349.61636363636364,1
14533.0,25,11,3466.37,6038,74,315.12454545454545,1
14534.0,3,26,6187.66,2822,437,237.98692307692303,1
14535.0,60,9,5973.2300000000005,3214,589,663.6922222222223,1
14536.0,260,1,170.95,39,18,170.95,0
14537.0,58,2,641.4,228,23,320.7,0
14538.0,65,5,1370.84,284,45,274.168,1
14539.0,16,2,537.48,428,31,268.74,0
14540.0,10,11,3709.64,1595,197,337.24,1
14541.0,59,14,2491.38,1123,99,177.9557142857143,1
14542.0,186,1,103.25,19,5,103.25,0
14543.0,29,39,14587.87,2639,106,374.0479487179487,1
14544.0,24,3,2938.53,2412,148,979.51,1
14545.0,674,1,349.25,236,23,349.25,0
14546.0,5,11,5184.84,2688,410,471.3490909090909,1
14547.0,4,8,3974.75,2639,198,496.84375,1
14548.0,151,9,2541.29,986,66,282.36555555555555,1
14549.0,311,4,913.6,394,117,228.4,1
14550.0,11,4,1345.06,771,77,336.265,1
14551.0,18,7,878.09,486,69,125.44142857142856,1
14552.0,152,3,507.93,258,124,169.31,0
14553.0,19,9,1818.6,1118,233,202.06666666666663,1
14554.0,10,4,2279.49,1443,147,569.8725000000001,1
14555.0,57,6,2304.03,842,94,384.00500000000005,1
14556.0,596,3,815.69,323,158,271.8966666666667,0
14557.0,85,1,788.38,510,16,788.38,0
14558.0,654,3,655.5,162,13,218.5,0
14559.0,390,1,75.6,72,2,75.6,0
14560.0,7,44,6114.03,4580,60,138.95522727272726,1
14561.0,76,3,1080.76,1014,67,360.25333333333333,1
14562.0,4,26,6638.150000000001,2574,245,255.31346153846155,1
14563.0,510,2,640.54,279,95,320.27,0
14565.0,96,5,3859.22,1940,139,771.844,1
14567.0,57,2,1530.36,412,33,765.1800000000001,1
14569.0,1,4,597.3299999999999,257,31,149.33249999999998,0
14570.0,281,3,613.75,431,64,204.58333333333331,0
14571.0,425,1,160.0,56,30,160.0,0
14572.0,3,11,5526.88,2878,336,502.4436363636364,1
14573.0,180,13,2163.12,683,183,166.39384615384614,1
14574.0,733,1,143.70000000000002,63,11,143.70000000000002,0
14575.0,488,1,420.22,163,71,420.22,0
14576.0,372,1,35.400000000000006,12,1,35.400000000000006,0
14577.0,13,7,1364.15,569,104,194.87857142857143,1
14578.0,3,1,168.63,240,24,168.63,0
14579.0,432,1,105.56,56,24,105.56,0
14580.0,518,1,14.85,3,1,14.85,0
14581.0,17,2,409.65,304,59,204.825,0
14582.0,41,1,114.11,73,6,114.11,0
14583.0,6,8,1660.29,1071,353,207.53625,1
14584.0,169,8,1738.16,960,127,217.27,1
14585.0,50,5,1143.27,630,88,228.654,1
14586.0,277,1,237.36,444,19,237.36,0
14587.0,19,9,1580.29,749,170,175.58777777777777,1
14588.0,578,1,135.39,62,16,135.39,0
14589.0,372,1,39.75,5,3,39.75,0
14590.0,425,20,2993.37,901,124,149.6685,1
14591.0,15,4,1320.21,1228,138,330.0525,1
14592.0,35,3,557.94,407,132,185.98,1
14593.0,22,12,3665.53,1848,436,305.4608333333333,1
14594.0,7,2,363.33,183,48,181.665,0
14595.0,20,8,2164.45,1228,119,270.55625,1
14596.0,627,1,222.22000000000003,75,50,222.22000000000003,0
14597.0,11,6,2184.63,1436,79,364.105,1
14598.0,44,2,384.04,354,83,192.02,0
14599.0,390,2,457.89,292,77,228.945,0
14600.0,306,2,865.1700000000001,487,53,432.585,0
14601.0,11,1,213.96,168,7,213.96,0
14602.0,656,1,205.36,80,31,205.36,0
14603.0,275,1,660.0,400,2,660.0,0
14604.0,633,1,143.86,88,20,143.86,0
14605.0,374,4,921.56,416,88,230.39,0
14606.0,1,192,29951.37,15217,1262,155.99671875,1
14607.0,16,22,23763.13,15335,106,1080.1422727272727,1
14608.0,4,11,3352.94,927,15,304.8127272727273,1
14609.0,72,10,1486.2,12720,6,148.62,1
14610.0,396,2,24.35,15,10,12.175,0
14611.0,444,2,604.3299999999999,582,37,302.165,0
14612.0,415,1,877.7,134,14,877.7,0
14613.0,680,1,76.32000000000001,72,1,76.32000000000001,0
14614.0,386,1,295.13,189,19,295.13,0
14615.0,394,5,951.76,495,40,190.352,0
14616.0,243,5,527.78,170,3,105.556,0
14617.0,403,2,190.47000000000003,81,7,95.235,0
14618.0,9,7,1342.32,704,40,191.76,1
14619.0,246,2,1291.24,594,58,645.62,1
14620.0,206,2,412.78,214,26,206.39,0
14621.0,1,9,3000.57,1706,134,333.3966666666667,1
14622.0,185,1,320.58000000000004,146,21,320.58000000000004,0
14623.0,32,10,2016.98,1025,193,201.698,1
14624.0,57,6,814.07,645,39,135.67833333333334,1
14625.0,196,11,4497.88,2155,167,408.89818181818185,1
14626.0,24,11,5410.92,3135,181,491.9018181818182,1
14627.0,379,1,462.75,284,29,462.75,0
14628.0,91,5,1998.0,1147,65,399.6,1
14629.0,4,2,955.26,378,133,477.63,1
14630.0,484,1,338.65,111,21,338.65,0
14631.0,51,6,2025.69,1407,65,337.615,1
14632.0,263,1,114.56,96,8,114.56,0
14633.0,266,1,344.90000000000003,96,20,344.90000000000003,0
14634.0,438,4,2124.46,1906,105,531.115,1
14635.0,454,1,215.22,118,15,215.22,0
14636.0,36,2,609.85,241,27,304.925,0
14637.0,677,1,106.68,100,7,106.68,0
14638.0,51,1,443.6,166,16,443.6,0
14639.0,52,9,4978.96,2410,203,553.2177777777778,1
14640.0,24,10,3649.36,1645,165,364.936,1
14641.0,22,1,110.46,90,7,110.46,0
14642.0,59,1,96.12,76,2,96.12,0
14643.0,170,5,1679.89,1377,57,335.978,1
14644.0,68,7,2247.72,770,50,321.1028571428571,1
14645.0,157,3,876.89,587,45,292.2966666666667,1
14647.0,201,2,506.04,175,42,253.02,0
14648.0,416,15,4466.65,3265,286,297.77666666666664,1
14649.0,5,9,3651.19,2415,374,405.6877777777778,1
14650.0,589,1,62.5,22,4,62.5,0
14651.0,67,9,2025.52,880,216,225.05777777777777,1
14652.0,77,1,114.18,53,29,114.18,0
14653.0,1,12,3593.06,1969,271,299.4216666666667,1
14654.0,738,1,246.86,273,27,246.86,0
14655.0,8,7,3878.51,2341,72,554.0728571428572,1
14656.0,169,5,790.0,309,148,158.0,1
14657.0,18,6,1450.19,879,143,241.69833333333332,1
14658.0,5,2,247.15,47,27,123.575,0
14659.0,9,9,2529.93,1195,147,281.1033333333333,1
14660.0,87,2,285.74,228,24,142.87,0
14661.0,27,1,107.95,35,4,107.95,0
14662.0,29,7,1376.43,907,199,196.63285714285715,1
14663.0,430,2,490.6,397,60,245.3,0
14664.0,20,2,636.24,465,78,318.12,1
14665.0,61,7,2749.65,1144,94,392.8071428571429,1
14666.0,24,1,195.25,161,14,195.25,0
14667.0,11,54,20395.34,11939,578,377.6914814814815,1
14668.0,445,1,111.63,49,10,111.63,0
14669.0,242,7,3216.78,2043,334,459.54,1
14670.0,280,3,583.33,423,159,194.44333333333336,0
14671.0,549,2,1127.45,571,48,563.725,0
14672.0,235,4,1113.14,646,93,278.285,1
14673.0,3,7,3037.32,1822,86,433.9028571428572,1
14674.0,509,1,173.66,103,14,173.66,0
14675.0,16,2,1015.58,660,196,507.79,1
14676.0,31,12,8356.79,8792,77,696.3991666666667,1
14677.0,593,1,184.91,139,14,184.91,0
14678.0,579,1,403.39,179,24,403.39,0
14679.0,382,3,1289.44,794,49,429.8133333333333,1
14680.0,25,58,55688.5,26894,222,960.146551724138,1
14681.0,71,6,875.1500000000001,172,19,145.85833333333335,0
14682.0,188,6,1514.81,949,79,252.46833333333333,1
14683.0,588,1,146.56,386,21,146.56,0
14684.0,26,6,1430.03,1005,272,238.3383333333333,1
14685.0,576,8,4536.64,1969,109,567.08,1
14686.0,414,5,852.53,457,185,170.506,1
14687.0,107,3,1402.06,850,34,467.3533333333333,1
14688.0,8,28,7190.42,5041,197,256.80071428571426,1
14689.0,209,1,112.8,76,13,112.8,0
14690.0,44,4,777.68,341,69,194.42,1
14691.0,31,5,2114.33,707,50,422.866,1
14692.0,137,12,1715.14,890,101,142.9283333333333,1
14693.0,264,7,1165.36,388,43,166.48,1
14694.0,617,1,244.31,193,15,244.31,0
14695.0,519,3,1534.22,661,76,511.4066666666667,1
14696.0,4,8,2473.28,1867,137,309.16,1
14697.0,218,2,188.61,181,22,94.305,0
14698.0,2,5,1217.27,602,148,243.454,1
14699.0,214,4,702.6,484,45,175.65,0
14700.0,32,5,3076.06,1606,111,615.212,1
